分数,位次区间,同分人数,建议位次
699,1-9,9,9
698,10-14,5,14
697,15-16,2,16
696,17-17,1,17
695,18-19,2,19
694,20-22,3,22
693,23-28,6,28
692,29-35,7,35
691,36-44,9,44
690,45-52,8,52
689,53-63,11,63
688,64-74,11,74
687,75-82,8,82
686,83-94,12,94
685,95-109,15,109
684,110-118,9,118
683,119-135,17,135
682,136-159,24,159
681,160-186,27,186
680,187-207,21,207
679,208-232,25,232
678,233-263,31,263
677,264-296,33,296
676,297-324,28,324
675,325-370,46,370
674,371-408,38,408
673,409-455,47,455
672,456-492,37,492
671,493-532,40,532
670,533-586,54,586
669,587-640,54,640
668,641-701,61,701
667,702-758,57,758
666,759-801,43,801
665,802-857,56,857
664,858-912,55,912
663,913-968,56,968
662,969-1034,66,1034
661,1035-1100,66,1100
660,1101-1159,59,1159
659,1160-1234,75,1234
658,1235-1303,69,1303
657,1304-1394,91,1394
656,1395-1475,81,1475
655,1476-1577,102,1577
654,1578-1678,101,1678
653,1679-1781,103,1781
652,1782-1885,104,1885
651,1886-1998,113,1998
650,1999-2116,118,2116
649,2117-2256,140,2256
648,2257-2381,125,2381
647,2382-2510,129,2510
646,2511-2625,115,2625
645,2626-2768,143,2768
644,2769-2904,136,2904
643,2905-3032,128,3032
642,3033-3175,143,3175
641,3176-3328,153,3328
640,3329-3460,132,3460
639,3461-3599,139,3599
638,3600-3767,168,3767
637,3768-3922,155,3922
636,3923-4090,168,4090
635,4091-4276,186,4276
634,4277-4429,153,4429
633,4430-4608,179,4608
632,4609-4790,182,4790
631,4791-4965,175,4965
630,4966-5170,205,5170
629,5171-5351,181,5351
628,5352-5547,196,5547
627,5548-5726,179,5726
626,5727-5930,204,5930
625,5931-6131,201,6131
624,6132-6341,210,6341
623,6342-6529,188,6529
622,6530-6744,215,6744
621,6745-6959,215,6959
620,6960-7159,200,7159
619,7160-7387,228,7387
618,7388-7616,229,7616
617,7617-7800,184,7800
616,7801-8025,225,8025
615,8026-8249,224,8249
614,8250-8465,216,8465
613,8466-8680,215,8680
612,8681-8900,220,8900
611,8901-9113,213,9113
610,9114-9366,253,9366
609,9367-9624,258,9624
608,9625-9849,225,9849
607,9850-10078,229,10078
606,10079-10320,242,10320
605,10321-10569,249,10569
604,10570-10835,266,10835
603,10836-11117,282,11117
602,11118-11372,255,11372
601,11373-11609,237,11609
600,11610-11865,256,11865
599,11866-12122,257,12122
598,12123-12401,279,12401
597,12402-12678,277,12678
596,12679-12915,237,12915
595,12916-13200,285,13200
594,13201-13485,285,13485
593,13486-13739,254,13739
592,13740-14058,319,14058
591,14059-14345,287,14345
590,14346-14610,265,14610
589,14611-14904,294,14904
588,14905-15186,282,15186
587,15187-15469,283,15469
586,15470-15761,292,15761
585,15762-16064,303,16064
584,16065-16380,316,16380
583,16381-16662,282,16662
582,16663-16957,295,16957
581,16958-17269,312,17269
580,17270-17554,285,17554
579,17555-17843,289,17843
578,17844-18155,312,18155
577,18156-18459,304,18459
576,18460-18737,278,18737
575,18738-19022,285,19022
574,19023-19324,302,19324
573,19325-19631,307,19631
572,19632-19966,335,19966
571,19967-20288,322,20288
570,20289-20588,300,20588
569,20589-20904,316,20904
568,20905-21221,317,21221
567,21222-21534,313,21534
566,21535-21874,340,21874
565,21875-22224,350,22224
564,22225-22543,319,22543
563,22544-22871,328,22871
562,22872-23172,301,23172
561,23173-23486,314,23486
560,23487-23844,358,23844
559,23845-24196,352,24196
558,24197-24531,335,24531
557,24532-24840,309,24840
556,24841-25157,317,25157
555,25158-25482,325,25482
554,25483-25816,334,25816
553,25817-26163,347,26163
552,26164-26463,300,26463
551,26464-26785,322,26785
550,26786-27144,359,27144
549,27145-27488,344,27488
548,27489-27800,312,27800
547,27801-28152,352,28152
546,28153-28525,373,28525
545,28526-28855,330,28855
544,28856-29188,333,29188
543,29189-29564,376,29564
542,29565-29892,328,29892
541,29893-30224,332,30224
540,30225-30578,354,30578
539,30579-30945,367,30945
538,30946-31329,384,31329
537,31330-31700,371,31700
536,31701-32031,331,32031
535,32032-32403,372,32403
534,32404-32726,323,32726
533,32727-33103,377,33103
532,33104-33459,356,33459
531,33460-33833,374,33833
530,33834-34199,366,34199
529,34200-34565,366,34565
528,34566-34932,367,34932
527,34933-35286,354,35286
526,35287-35664,378,35664
525,35665-36051,387,36051
524,36052-36412,361,36412
523,36413-36811,399,36811
522,36812-37175,364,37175
521,37176-37535,360,37535
520,37536-37919,384,37919
519,37920-38292,373,38292
518,38293-38658,366,38658
517,38659-39059,401,39059
516,39060-39447,388,39447
515,39448-39865,418,39865
514,39866-40243,378,40243
513,40244-40654,411,40654
512,40655-41049,395,41049
511,41050-41473,424,41473
510,41474-41882,409,41882
509,41883-42290,408,42290
508,42291-42718,428,42718
507,42719-43086,368,43086
506,43087-43511,425,43511
505,43512-43923,412,43923
504,43924-44294,371,44294
503,44295-44688,394,44688
502,44689-45109,421,45109
501,45110-45498,389,45498
500,45499-45901,403,45901
499,45902-46354,453,46354
498,46355-46750,396,46750
497,46751-47188,438,47188
496,47189-47606,418,47606
495,47607-47994,388,47994
494,47995-48416,422,48416
493,48417-48844,428,48844
492,48845-49259,415,49259
491,49260-49625,366,49625
490,49626-50022,397,50022
489,50023-50425,403,50425
488,50426-50863,438,50863
487,50864-51260,397,51260
486,51261-51635,375,51635
485,51636-52056,421,52056
484,52057-52463,407,52463
483,52464-52851,388,52851
482,52852-53249,398,53249
481,53250-53646,397,53646
480,53647-54053,407,54053
479,54054-54468,415,54468
478,54469-54892,424,54892
477,54893-55300,408,55300
476,55301-55704,404,55704
475,55705-56144,440,56144
474,56145-56532,388,56532
473,56533-56942,410,56942
472,56943-57347,405,57347
471,57348-57764,417,57764
470,57765-58180,416,58180
469,58181-58573,393,58573
468,58574-58948,375,58948
467,58949-59349,401,59349
466,59350-59774,425,59774
465,59775-60213,439,60213
464,60214-60615,402,60615
463,60616-61040,425,61040
462,61041-61455,415,61455
461,61456-61845,390,61845
460,61846-62280,435,62280
459,62281-62685,405,62685
458,62686-63067,382,63067
457,63068-63472,405,63472
456,63473-63871,399,63871
455,63872-64254,383,64254
454,64255-64632,378,64632
453,64633-65013,381,65013
452,65014-65423,410,65423
451,65424-65836,413,65836
450,65837-66244,408,66244
449,66245-66632,388,66632
448,66633-67017,385,67017
447,67018-67419,402,67419
446,67420-67855,436,67855
445,67856-68248,393,68248
444,68249-68662,414,68662
443,68663-69068,406,69068
442,69069-69445,377,69445
441,69446-69849,404,69849
440,69850-70243,394,70243
439,70244-70633,390,70633
438,70634-71041,408,71041
437,71042-71437,396,71437
436,71438-71820,383,71820
435,71821-72225,405,72225
434,72226-72618,393,72618
433,72619-73035,417,73035
432,73036-73454,419,73454
431,73455-73865,411,73865
430,73866-74246,381,74246
429,74247-74628,382,74628
428,74629-75005,377,75005
427,75006-75395,390,75395
426,75396-75773,378,75773
425,75774-76117,344,76117
424,76118-76508,391,76508
423,76509-76909,401,76909
422,76910-77293,384,77293
421,77294-77675,382,77675
420,77676-78077,402,78077
419,78078-78481,404,78481
418,78482-78848,367,78848
417,78849-79219,371,79219
416,79220-79587,368,79587
415,79588-79960,373,79960
414,79961-80320,360,80320
413,80321-80716,396,80716
412,80717-81085,369,81085
411,81086-81435,350,81435
410,81436-81802,367,81802
409,81803-82173,371,82173
408,82174-82540,367,82540
407,82541-82874,334,82874
406,82875-83243,369,83243
405,83244-83592,349,83592
404,83593-83912,320,83912
403,83913-84271,359,84271
402,84272-84627,356,84627
401,84628-85004,377,85004
400,85005-85355,351,85355
399,85356-85701,346,85701
398,85702-86045,344,86045
397,86046-86392,347,86392
396,86393-86738,346,86738
395,86739-87063,325,87063
394,87064-87401,338,87401
393,87402-87731,330,87731
392,87732-88064,333,88064
391,88065-88410,346,88410
390,88411-88723,313,88723
389,88724-89074,351,89074
388,89075-89425,351,89425
387,89426-89764,339,89764
386,89765-90116,352,90116
385,90117-90464,348,90464
384,90465-90816,352,90816
383,90817-91142,326,91142
382,91143-91459,317,91459
381,91460-91783,324,91783
380,91784-92088,305,92088
379,92089-92434,346,92434
378,92435-92744,310,92744
377,92745-93048,304,93048
376,93049-93355,307,93355
375,93356-93670,315,93670
374,93671-93971,301,93971
373,93972-94270,299,94270
372,94271-94564,294,94564
371,94565-94858,294,94858
370,94859-95136,278,95136
369,95137-95408,272,95408
368,95409-95693,285,95693
367,95694-95993,300,95993
366,95994-96277,284,96277
365,96278-96557,280,96557
364,96558-96858,301,96858
363,96859-97113,255,97113
362,97114-97393,280,97393
361,97394-97662,269,97662
360,97663-97933,271,97933
359,97934-98226,293,98226
358,98227-98499,273,98499
357,98500-98776,277,98776
356,98777-99020,244,99020
355,99021-99301,281,99301
354,99302-99551,250,99551
353,99552-99846,295,99846
352,99847-100143,297,100143
351,100144-100425,282,100425
350,100426-100713,288,100713
349,100714-101024,311,101024
348,101025-101277,253,101277
347,101278-101542,265,101542
346,101543-101813,271,101813
345,101814-102070,257,102070
344,102071-102331,261,102331
343,102332-102618,287,102618
342,102619-102885,267,102885
341,102886-103101,216,103101
340,103102-103333,232,103333
339,103334-103577,244,103577
338,103578-103806,229,103806
337,103807-104066,260,104066
336,104067-104316,250,104316
335,104317-104531,215,104531
334,104532-104737,206,104737
333,104738-104980,243,104980
332,104981-105222,242,105222
331,105223-105445,223,105445
330,105446-105666,221,105666
329,105667-105897,231,105897
328,105898-106112,215,106112
327,106113-106356,244,106356
326,106357-106551,195,106551
325,106552-106777,226,106777
324,106778-106985,208,106985
323,106986-107188,203,107188
322,107189-107397,209,107397
321,107398-107611,214,107611
320,107612-107831,220,107831
319,107832-108063,232,108063
318,108064-108260,197,108260
317,108261-108478,218,108478
316,108479-108680,202,108680
315,108681-108882,202,108882
314,108883-109116,234,109116
313,109117-109315,199,109315
312,109316-109495,180,109495
311,109496-109688,193,109688
310,109689-109900,212,109900
309,109901-110068,168,110068
308,110069-110267,199,110267
307,110268-110455,188,110455
306,110456-110645,190,110645
305,110646-110826,181,110826
304,110827-111001,175,111001
303,111002-111188,187,111188
302,111189-111374,186,111374
301,111375-111563,189,111563
300,111564-111736,173,111736
299,111737-111916,180,111916
298,111917-112070,154,112070
297,112071-112222,152,112222
296,112223-112392,170,112392
295,112393-112552,160,112552
294,112553-112716,164,112716
293,112717-112874,158,112874
292,112875-113042,168,113042
291,113043-113174,132,113174
290,113175-113324,150,113324
289,113325-113486,162,113486
288,113487-113636,150,113636
287,113637-113793,157,113793
286,113794-113932,139,113932
285,113933-114097,165,114097
284,114098-114252,155,114252
283,114253-114413,161,114413
282,114414-114556,143,114556
281,114557-114708,152,114708
280,114709-114829,121,114829
279,114830-114979,150,114979
278,114980-115140,161,115140
277,115141-115268,128,115268
276,115269-115387,119,115387
275,115388-115520,133,115520
274,115521-115657,137,115657
273,115658-115775,118,115775
272,115776-115898,123,115898
271,115899-116007,109,116007
270,116008-116143,136,116143
269,116144-116260,117,116260
268,116261-116378,118,116378
267,116379-116484,106,116484
266,116485-116599,115,116599
265,116600-116702,103,116702
264,116703-116814,112,116814
263,116815-116915,101,116915
262,116916-117025,110,117025
261,117026-117126,101,117126
260,117127-117227,101,117227
259,117228-117333,106,117333
258,117334-117426,93,117426
257,117427-117535,109,117535
256,117536-117638,103,117638
255,117639-117750,112,117750
254,117751-117851,101,117851
253,117852-117963,112,117963
252,117964-118037,74,118037
251,118038-118128,91,118128
250,118129-118215,87,118215
249,118216-118302,87,118302
248,118303-118404,102,118404
247,118405-118483,79,118483
246,118484-118582,99,118582
245,118583-118664,82,118664
244,118665-118771,107,118771
243,118772-118870,99,118870
242,118871-118956,86,118956
241,118957-119034,78,119034
240,119035-119116,82,119116
239,119117-119173,57,119173
238,119174-119236,63,119236
237,119237-119300,64,119300
236,119301-119352,52,119352
235,119353-119418,66,119418
234,119419-119504,86,119504
233,119505-119577,73,119577
232,119578-119655,78,119655
231,119656-119724,69,119724
230,119725-119789,65,119789
229,119790-119855,66,119855
228,119856-119925,70,119925
227,119926-119984,59,119984
226,119985-120057,73,120057
225,120058-120143,86,120143
224,120144-120202,59,120202
223,120203-120255,53,120255
222,120256-120316,61,120316
221,120317-120370,54,120370
220,120371-120440,70,120440
219,120441-120487,47,120487
218,120488-120544,57,120544
217,120545-120599,55,120599
216,120600-120650,51,120650
215,120651-120697,47,120697
214,120698-120742,45,120742
213,120743-120799,57,120799
212,120800-120849,50,120849
211,120850-120909,60,120909
210,120910-120957,48,120957
209,120958-121008,51,121008
208,121009-121043,35,121043
207,121044-121091,48,121091
206,121092-121129,38,121129
205,121130-121167,38,121167
204,121168-121209,42,121209
203,121210-121251,42,121251
202,121252-121293,42,121293
201,121294-121325,32,121325
200,121326-121363,38,121363
199,121364-121407,44,121407
198,121408-121446,39,121446
197,121447-121488,42,121488
196,121489-121526,38,121526
195,121527-121561,35,121561
194,121562-121597,36,121597
193,121598-121626,29,121626
192,121627-121653,27,121653
191,121654-121696,43,121696
190,121697-121732,36,121732
189,121733-121764,32,121764
188,121765-121787,23,121787
187,121788-121831,44,121831
186,121832-121862,31,121862
185,121863-121881,19,121881
184,121882-121913,32,121913
183,121914-121946,33,121946
182,121947-121976,30,121976
181,121977-122003,27,122003
180,122004-122036,33,122036
