分数,位次区间,同分人数,建议位次
691,1-10,3,10
688,11-15,5,15
687,16-18,3,18
686,19-20,2,20
685,21-27,7,27
684,28-28,1,28
683,29-33,5,33
682,34-37,4,37
681,38-39,2,39
680,40-45,6,45
679,46-54,9,54
678,55-66,12,66
677,67-78,12,78
676,79-89,11,89
675,90-110,21,110
674,111-120,10,120
673,121-136,16,136
672,137-150,14,150
671,151-170,20,170
670,171-191,21,191
669,192-217,26,217
668,218-232,15,232
667,233-248,16,248
666,249-274,26,274
665,275-294,20,294
664,295-324,30,324
663,325-359,35,359
662,360-381,22,381
661,382-423,42,423
660,424-465,42,465
659,466-505,40,505
658,506-538,33,538
657,539-579,41,579
656,580-628,49,628
655,629-673,45,673
654,674-724,51,724
653,725-761,37,761
652,762-797,36,797
651,798-844,47,844
650,845-898,54,898
649,899-950,52,950
648,951-1007,57,1007
647,1008-1063,56,1063
646,1064-1107,44,1107
645,1108-1174,67,1174
644,1175-1240,66,1240
643,1241-1304,64,1304
642,1305-1381,77,1381
641,1382-1444,63,1444
640,1445-1515,71,1515
639,1516-1583,68,1583
638,1584-1649,66,1649
637,1650-1725,76,1725
636,1726-1798,73,1798
635,1799-1882,84,1882
634,1883-1958,76,1958
633,1959-2052,94,2052
632,2053-2142,90,2142
631,2143-2223,81,2223
630,2224-2316,93,2316
629,2317-2410,94,2410
628,2411-2532,122,2532
627,2533-2624,92,2624
626,2625-2722,98,2722
625,2723-2844,122,2844
624,2845-2947,103,2947
623,2948-3046,99,3046
622,3047-3152,106,3152
621,3153-3257,105,3257
620,3258-3378,121,3378
619,3379-3479,101,3479
618,3480-3591,112,3591
617,3592-3712,121,3712
616,3713-3826,114,3826
615,3827-3936,110,3936
614,3937-4048,112,4048
613,4049-4170,122,4170
612,4171-4287,117,4287
611,4288-4428,141,4428
610,4429-4549,121,4549
609,4550-4686,137,4686
608,4687-4838,152,4838
607,4839-4964,126,4964
606,4965-5102,138,5102
605,5103-5218,116,5218
604,5219-5367,149,5367
603,5368-5496,129,5496
602,5497-5624,128,5624
601,5625-5765,141,5765
600,5766-5911,146,5911
599,5912-6048,137,6048
598,6049-6207,159,6207
597,6208-6368,161,6368
596,6369-6521,153,6521
595,6522-6665,144,6665
594,6666-6802,137,6802
593,6803-6960,158,6960
592,6961-7093,133,7093
591,7094-7244,151,7244
590,7245-7382,138,7382
589,7383-7539,157,7539
588,7540-7711,172,7711
587,7712-7872,161,7872
586,7873-8052,180,8052
585,8053-8207,155,8207
584,8208-8388,181,8388
583,8389-8583,195,8583
582,8584-8737,154,8737
581,8738-8918,181,8918
580,8919-9107,189,9107
579,9108-9276,169,9276
578,9277-9456,180,9456
577,9457-9617,161,9617
576,9618-9802,185,9802
575,9803-9979,177,9979
574,9980-10167,188,10167
573,10168-10338,171,10338
572,10339-10544,206,10544
571,10545-10699,155,10699
570,10700-10879,180,10879
569,10880-11064,185,11064
568,11065-11242,178,11242
567,11243-11427,185,11427
566,11428-11603,176,11603
565,11604-11793,190,11793
564,11794-11999,206,11999
563,12000-12208,209,12208
562,12209-12397,189,12397
561,12398-12612,215,12612
560,12613-12824,212,12824
559,12825-12991,167,12991
558,12992-13209,218,13209
557,13210-13416,207,13416
556,13417-13636,220,13636
555,13637-13852,216,13852
554,13853-14050,198,14050
553,14051-14226,176,14226
552,14227-14414,188,14414
551,14415-14626,212,14626
550,14627-14809,183,14809
549,14810-15013,204,15013
548,15014-15250,237,15250
547,15251-15483,233,15483
546,15484-15705,222,15705
545,15706-15913,208,15913
544,15914-16112,199,16112
543,16113-16350,238,16350
542,16351-16548,198,16548
541,16549-16779,231,16779
540,16780-17009,230,17009
539,17010-17232,223,17232
538,17233-17451,219,17451
537,17452-17702,251,17702
536,17703-17918,216,17918
535,17919-18133,215,18133
534,18134-18381,248,18381
533,18382-18625,244,18625
532,18626-18871,246,18871
531,18872-19097,226,19097
530,19098-19310,213,19310
529,19311-19566,256,19566
528,19567-19808,242,19808
527,19809-20057,249,20057
526,20058-20325,268,20325
525,20326-20582,257,20582
524,20583-20813,231,20813
523,20814-21048,235,21048
522,21049-21294,246,21294
521,21295-21548,254,21548
520,21549-21760,212,21760
519,21761-22015,255,22015
518,22016-22274,259,22274
517,22275-22508,234,22508
516,22509-22750,242,22750
515,22751-23028,278,23028
514,23029-23277,249,23277
513,23278-23535,258,23535
512,23536-23799,264,23799
511,23800-24077,278,24077
510,24078-24327,250,24327
509,24328-24578,251,24578
508,24579-24817,239,24817
507,24818-25048,231,25048
506,25049-25303,255,25303
505,25304-25550,247,25550
504,25551-25848,298,25848
503,25849-26123,275,26123
502,26124-26393,270,26393
501,26394-26671,278,26671
500,26672-26939,268,26939
499,26940-27175,236,27175
498,27176-27438,263,27438
497,27439-27687,249,27687
496,27688-27950,263,27950
495,27951-28224,274,28224
494,28225-28466,242,28466
493,28467-28771,305,28771
492,28772-29041,270,29041
491,29042-29313,272,29313
490,29314-29573,260,29573
489,29574-29839,266,29839
488,29840-30099,260,30099
487,30100-30396,297,30396
486,30397-30658,262,30658
485,30659-30940,282,30940
484,30941-31247,307,31247
483,31248-31494,247,31494
482,31495-31757,263,31757
481,31758-32067,310,32067
480,32068-32338,271,32338
479,32339-32628,290,32628
478,32629-32907,279,32907
477,32908-33206,299,33206
476,33207-33475,269,33475
475,33476-33766,291,33766
474,33767-34039,273,34039
473,34040-34304,265,34304
472,34305-34588,284,34588
471,34589-34877,289,34877
470,34878-35195,318,35195
469,35196-35533,338,35533
468,35534-35837,304,35837
467,35838-36137,300,36137
466,36138-36450,313,36450
465,36451-36747,297,36747
464,36748-37017,270,37017
463,37018-37312,295,37312
462,37313-37609,297,37609
461,37610-37912,303,37912
460,37913-38215,303,38215
459,38216-38523,308,38523
458,38524-38839,316,38839
457,38840-39154,315,39154
456,39155-39453,299,39453
455,39454-39758,305,39758
454,39759-40103,345,40103
453,40104-40389,286,40389
452,40390-40686,297,40686
451,40687-40994,308,40994
450,40995-41263,269,41263
449,41264-41599,336,41599
448,41600-41911,312,41911
447,41912-42224,313,42224
446,42225-42506,282,42506
445,42507-42806,300,42806
444,42807-43119,313,43119
443,43120-43431,312,43431
442,43432-43709,278,43709
441,43710-44009,300,44009
440,44010-44267,258,44267
439,44268-44592,325,44592
438,44593-44891,299,44891
437,44892-45222,331,45222
436,45223-45514,292,45514
435,45515-45828,314,45828
434,45829-46138,310,46138
433,46139-46465,327,46465
432,46466-46783,318,46783
431,46784-47093,310,47093
430,47094-47432,339,47432
429,47433-47781,349,47781
428,47782-48099,318,48099
427,48100-48424,325,48424
426,48425-48750,326,48750
425,48751-49055,305,49055
424,49056-49364,309,49364
423,49365-49682,318,49682
422,49683-50024,342,50024
421,50025-50366,342,50366
420,50367-50676,310,50676
419,50677-50994,318,50994
418,50995-51310,316,51310
417,51311-51620,310,51620
416,51621-51924,304,51924
415,51925-52216,292,52216
414,52217-52544,328,52544
413,52545-52861,317,52861
412,52862-53168,307,53168
411,53169-53434,266,53434
410,53435-53739,305,53739
409,53740-54077,338,54077
408,54078-54408,331,54408
407,54409-54725,317,54725
406,54726-55041,316,55041
405,55042-55368,327,55368
404,55369-55666,298,55666
403,55667-55980,314,55980
402,55981-56280,300,56280
401,56281-56572,292,56572
400,56573-56904,332,56904
399,56905-57213,309,57213
398,57214-57525,312,57525
397,57526-57841,316,57841
396,57842-58191,350,58191
395,58192-58500,309,58500
394,58501-58823,323,58823
393,58824-59115,292,59115
392,59116-59420,305,59420
391,59421-59721,301,59721
390,59722-60048,327,60048
389,60049-60354,306,60354
388,60355-60644,290,60644
387,60645-60969,325,60969
386,60970-61278,309,61278
385,61279-61594,316,61594
384,61595-61914,320,61914
383,61915-62215,301,62215
382,62216-62547,332,62547
381,62548-62849,302,62849
380,62850-63136,287,63136
379,63137-63451,315,63451
378,63452-63743,292,63743
377,63744-64060,317,64060
376,64061-64385,325,64385
375,64386-64668,283,64668
374,64669-64994,326,64994
373,64995-65340,346,65340
372,65341-65657,317,65657
371,65658-65971,314,65971
370,65972-66254,283,66254
369,66255-66582,328,66582
368,66583-66875,293,66875
367,66876-67185,310,67185
366,67186-67495,310,67495
365,67496-67784,289,67784
364,67785-68126,342,68126
363,68127-68430,304,68430
362,68431-68722,292,68722
361,68723-69005,283,69005
360,69006-69284,279,69284
359,69285-69561,277,69561
358,69562-69888,327,69888
357,69889-70168,280,70168
356,70169-70459,291,70459
355,70460-70781,322,70781
354,70782-71062,281,71062
353,71063-71354,292,71354
352,71355-71629,275,71629
351,71630-71913,284,71913
350,71914-72187,274,72187
349,72188-72479,292,72479
348,72480-72728,249,72728
347,72729-72994,266,72994
346,72995-73295,301,73295
345,73296-73581,286,73581
344,73582-73842,261,73842
343,73843-74110,268,74110
342,74111-74413,303,74413
341,74414-74706,293,74706
340,74707-74976,270,74976
339,74977-75271,295,75271
338,75272-75530,259,75530
337,75531-75816,286,75816
336,75817-76081,265,76081
335,76082-76322,241,76322
334,76323-76599,277,76599
333,76600-76878,279,76878
332,76879-77148,270,77148
331,77149-77406,258,77406
330,77407-77676,270,77676
329,77677-77926,250,77926
328,77927-78196,270,78196
327,78197-78464,268,78464
326,78465-78715,251,78715
325,78716-78972,257,78972
324,78973-79247,275,79247
323,79248-79516,269,79516
322,79517-79778,262,79778
321,79779-80029,251,80029
320,80030-80296,267,80296
319,80297-80576,280,80576
318,80577-80806,230,80806
317,80807-81042,236,81042
316,81043-81290,248,81290
315,81291-81572,282,81572
314,81573-81838,266,81838
313,81839-82102,264,82102
312,82103-82340,238,82340
311,82341-82587,247,82587
310,82588-82833,246,82833
309,82834-83074,241,83074
308,83075-83306,232,83306
307,83307-83562,256,83562
306,83563-83810,248,83810
305,83811-84049,239,84049
304,84050-84295,246,84295
303,84296-84561,266,84561
302,84562-84797,236,84797
301,84798-85032,235,85032
300,85033-85243,211,85243
299,85244-85470,227,85470
298,85471-85683,213,85683
297,85684-85891,208,85891
296,85892-86118,227,86118
295,86119-86352,234,86352
294,86353-86611,259,86611
293,86612-86834,223,86834
292,86835-87046,212,87046
291,87047-87290,244,87290
290,87291-87516,226,87516
289,87517-87751,235,87751
288,87752-87971,220,87971
287,87972-88222,251,88222
286,88223-88439,217,88439
285,88440-88668,229,88668
284,88669-88899,231,88899
283,88900-89101,202,89101
282,89102-89330,229,89330
281,89331-89549,219,89549
280,89550-89785,236,89785
279,89786-90003,218,90003
278,90004-90221,218,90221
277,90222-90459,238,90459
276,90460-90669,210,90669
275,90670-90876,207,90876
274,90877-91078,202,91078
273,91079-91295,217,91295
272,91296-91470,175,91470
271,91471-91691,221,91691
270,91692-91920,229,91920
269,91921-92137,217,92137
268,92138-92343,206,92343
267,92344-92557,214,92557
266,92558-92746,189,92746
265,92747-92956,210,92956
264,92957-93163,207,93163
263,93164-93356,193,93356
262,93357-93536,180,93536
261,93537-93758,222,93758
260,93759-93962,204,93962
259,93963-94174,212,94174
258,94175-94360,186,94360
257,94361-94582,222,94582
256,94583-94765,183,94765
255,94766-94929,164,94929
254,94930-95108,179,95108
253,95109-95280,172,95280
252,95281-95482,202,95482
251,95483-95681,199,95681
250,95682-95872,191,95872
249,95873-96056,184,96056
248,96057-96238,182,96238
247,96239-96421,183,96421
246,96422-96599,178,96599
245,96600-96788,189,96788
244,96789-96968,180,96968
243,96969-97135,167,97135
242,97136-97317,182,97317
241,97318-97489,172,97489
240,97490-97658,169,97658
239,97659-97816,158,97816
238,97817-97977,161,97977
237,97978-98132,155,98132
236,98133-98272,140,98272
235,98273-98434,162,98434
234,98435-98610,176,98610
233,98611-98749,139,98749
232,98750-98918,169,98918
231,98919-99071,153,99071
230,99072-99224,153,99224
229,99225-99370,146,99370
228,99371-99544,174,99544
227,99545-99690,146,99690
226,99691-99832,142,99832
225,99833-99971,139,99971
224,99972-100122,151,100122
223,100123-100261,139,100261
222,100262-100399,138,100399
221,100400-100554,155,100554
220,100555-100691,137,100691
219,100692-100820,129,100820
218,100821-100956,136,100956
217,100957-101096,140,101096
216,101097-101234,138,101234
215,101235-101357,123,101357
214,101358-101469,112,101469
213,101470-101594,125,101594
212,101595-101719,125,101719
211,101720-101852,133,101852
210,101853-101989,137,101989
209,101990-102099,110,102099
208,102100-102217,118,102217
207,102218-102312,95,102312
206,102313-102417,105,102417
205,102418-102512,95,102512
204,102513-102617,105,102617
203,102618-102734,117,102734
202,102735-102833,99,102833
201,102834-102929,96,102929
200,102930-103053,124,103053
199,103054-103164,111,103164
198,103165-103279,115,103279
197,103280-103381,102,103381
196,103382-103481,100,103481
195,103482-103568,87,103568
194,103569-103653,85,103653
193,103654-103748,95,103748
192,103749-103824,76,103824
191,103825-103926,102,103926
190,103927-104011,85,104011
189,104012-104095,84,104095
188,104096-104169,74,104169
187,104170-104248,79,104248
186,104249-104323,75,104323
185,104324-104396,73,104396
184,104397-104482,86,104482
183,104483-104569,87,104569
182,104570-104651,82,104651
181,104652-104723,72,104723
180,104724-104793,70,104793
179,104794-104856,63,104856
178,104857-104909,53,104909
177,104910-104979,70,104979
176,104980-105055,76,105055
175,105056-105116,61,105116
174,105117-105180,64,105180
173,105181-105236,56,105236
172,105237-105301,65,105301
171,105302-105360,59,105360
170,105361-105411,51,105411
169,105412-105466,55,105466
168,105467-105528,62,105528
167,105529-105582,54,105582
166,105583-105620,38,105620
165,105621-105663,43,105663
164,105664-105707,44,105707
163,105708-105751,44,105751
162,105752-105794,43,105794
161,105795-105836,42,105836
160,105837-105882,46,105882
159,105883-105926,44,105926
158,105927-105975,49,105975
157,105976-106015,40,106015
156,106016-106055,40,106055
155,106056-106084,29,106084
154,106085-106117,33,106117
153,106118-106157,40,106157
152,106158-106194,37,106194
151,106195-106233,39,106233
150,106234-106257,24,106257
149,106258-106301,44,106301
148,106302-106333,32,106333
147,106334-106362,29,106362
146,106363-106387,25,106387
145,106388-106413,26,106413
144,106414-106434,21,106434
143,106435-106470,36,106470
142,106471-106496,26,106496
141,106497-106524,28,106524
140,106525-106545,21,106545
139,106546-106565,20,106565
138,106566-106592,27,106592
137,106593-106610,18,106610
136,106611-106632,22,106632
135,106633-106656,24,106656
134,106657-106677,21,106677
133,106678-106692,15,106692
132,106693-106708,16,106708
131,106709-106725,17,106725
130,106726-106751,26,106751
129,106752-106769,18,106769
128,106770-106781,12,106781
127,106782-106799,18,106799
126,106800-106818,19,106818
125,106819-106830,12,106830
124,106831-106845,15,106845
123,106846-106854,9,106854
122,106855-106862,8,106862
121,106863-106880,18,106880
120,106881-106892,12,106892
119,106893-106906,14,106906
118,106907-106917,11,106917
117,106918-106926,9,106926
116,106927-106936,10,106936
115,106937-106942,6,106942
114,106943-106951,9,106951
113,106952-106957,6,106957
112,106958-106966,9,106966
111,106967-106976,10,106976
110,106977-106980,4,106980
109,106981-106990,10,106990
108,106991-106998,8,106998
107,106999-107005,7,107005
106,107006-107013,8,107013
105,107014-107023,10,107023
104,107024-107028,5,107028
103,107029-107033,5,107033
102,107034-107038,5,107038
101,107039-107045,7,107045
100,107046-107051,6,107051
99,107052-107060,9,107060
98,107061-107065,5,107065
97,107066-107066,1,107066
96,107067-107069,3,107069
95,107070-107072,3,107072
94,107073-107079,7,107079
93,107080-107083,4,107083
92,107084-107084,1,107084
91,107085-107087,3,107087
90,107088-107090,3,107090
89,107091-107092,2,107092
88,107093-107095,3,107095
87,107096-107100,5,107100
86,107101-107103,3,107103
85,107104-107109,6,107109
84,107110-107114,5,107114
83,107115-107116,2,107116
82,107117-107118,2,107118
81,107119-107121,3,107121
80,107122-107124,3,107124
79,107125-107126,2,107126
78,107127-107128,2,107128
77,107129-107129,1,107129
75,107130-107131,2,107131
74,107132-107132,1,107132
73,107133-107134,2,107134
72,107135-107135,1,107135
71,107136-107136,1,107136
70,107137-107137,1,107137
69,107138-107140,3,107140
68,107141-107143,3,107143
66,107144-107145,2,107145
64,107146-107148,3,107148
61,107149-107149,1,107149
60,107150-107151,2,107151
59,107152-107153,2,107153
57,107154-107154,1,107154
56,107155-107155,1,107155
54,107156-107157,2,107157
52,107158-107158,1,107158
51,107159-107159,1,107159
49,107160-107160,1,107160
48,107161-107161,1,107161
46,107162-107162,1,107162
42,107163-107163,1,107163
41,107164-107164,1,107164
40,107165-107165,1,107165
34,107166-107166,1,107166
26,107167-107167,1,107167
25,107168-107168,1,107168
22,107169-107169,1,107169
21,107170-107170,1,107170
19,107171-107172,2,107172
17,107173-107173,1,107173
16,107174-107175,2,107175
14,107176-107176,1,107176
13,107177-107177,1,107177
9,107178-107178,1,107178
6,107179-107179,1,107179
3,107180-107181,2,107181
0,107182-108242,1061,108242
