分数,位次区间,同分人数,建议位次
690,1-102,102,102
689,103-113,11,113
688,114-125,12,125
687,126-133,8,133
686,134-146,13,146
685,147-161,15,161
684,162-174,13,174
683,175-192,18,192
682,193-208,16,208
681,209-220,12,220
680,221-238,18,238
679,239-247,9,247
678,248-266,19,266
677,267-271,5,271
676,272-290,19,290
675,291-306,16,306
674,307-327,21,327
673,328-347,20,347
672,348-373,26,373
671,374-394,21,394
670,395-411,17,411
669,412-439,28,439
668,440-462,23,462
667,463-484,22,484
666,485-510,26,510
665,511-538,28,538
664,539-586,48,586
663,587-622,36,622
662,623-654,32,654
661,655-691,37,691
660,692-713,22,713
659,714-741,28,741
658,742-781,40,781
657,782-821,40,821
656,822-852,31,852
655,853-885,33,885
654,886-927,42,927
653,928-962,35,962
652,963-1006,44,1006
651,1007-1041,35,1041
650,1042-1079,38,1079
649,1080-1117,38,1117
648,1118-1172,55,1172
647,1173-1221,49,1221
646,1222-1275,54,1275
645,1276-1319,44,1319
644,1320-1371,52,1371
643,1372-1417,46,1417
642,1418-1469,52,1469
641,1470-1512,43,1512
640,1513-1573,61,1573
639,1574-1630,57,1630
638,1631-1697,67,1697
637,1698-1746,49,1746
636,1747-1793,47,1793
635,1794-1853,60,1853
634,1854-1903,50,1903
633,1904-1960,57,1960
632,1961-2013,53,2013
631,2014-2073,60,2073
630,2074-2143,70,2143
629,2144-2203,60,2203
628,2204-2265,62,2265
627,2266-2334,69,2334
626,2335-2402,68,2402
625,2403-2474,72,2474
624,2475-2547,73,2547
623,2548-2622,75,2622
622,2623-2697,75,2697
621,2698-2772,75,2772
620,2773-2837,65,2837
619,2838-2907,70,2907
618,2908-2999,92,2999
617,3000-3087,88,3087
616,3088-3158,71,3158
615,3159-3244,86,3244
614,3245-3328,84,3328
613,3329-3413,85,3413
612,3414-3507,94,3507
611,3508-3586,79,3586
610,3587-3672,86,3672
609,3673-3752,80,3752
608,3753-3835,83,3835
607,3836-3927,92,3927
606,3928-4024,97,4024
605,4025-4120,96,4120
604,4121-4222,102,4222
603,4223-4335,113,4335
602,4336-4444,109,4444
601,4445-4555,111,4555
600,4556-4639,84,4639
599,4640-4756,117,4756
598,4757-4873,117,4873
597,4874-5003,130,5003
596,5004-5120,117,5120
595,5121-5230,110,5230
594,5231-5337,107,5337
593,5338-5474,137,5474
592,5475-5584,110,5584
591,5585-5700,116,5700
590,5701-5823,123,5823
589,5824-5932,109,5932
588,5933-6068,136,6068
587,6069-6189,121,6189
586,6190-6308,119,6308
585,6309-6420,112,6420
584,6421-6545,125,6545
583,6546-6674,129,6674
582,6675-6794,120,6794
581,6795-6917,123,6917
580,6918-7078,161,7078
579,7079-7197,119,7197
578,7198-7333,136,7333
577,7334-7478,145,7478
576,7479-7582,104,7582
575,7583-7705,123,7705
574,7706-7858,153,7858
573,7859-8006,148,8006
572,8007-8149,143,8149
571,8150-8298,149,8298
570,8299-8447,149,8447
569,8448-8570,123,8570
568,8571-8705,135,8705
567,8706-8870,165,8870
566,8871-9026,156,9026
565,9027-9177,151,9177
564,9178-9317,140,9317
563,9318-9481,164,9481
562,9482-9648,167,9648
561,9649-9822,174,9822
560,9823-9979,157,9979
559,9980-10135,156,10135
558,10136-10278,143,10278
557,10279-10416,138,10416
556,10417-10566,150,10566
555,10567-10733,167,10733
554,10734-10879,146,10879
553,10880-11042,163,11042
552,11043-11193,151,11193
551,11194-11371,178,11371
550,11372-11542,171,11542
549,11543-11693,151,11693
548,11694-11872,179,11872
547,11873-12069,197,12069
546,12070-12257,188,12257
545,12258-12420,163,12420
544,12421-12579,159,12579
543,12580-12745,166,12745
542,12746-12932,187,12932
541,12933-13086,154,13086
540,13087-13267,181,13267
539,13268-13439,172,13439
538,13440-13629,190,13629
537,13630-13802,173,13802
536,13803-13996,194,13996
535,13997-14196,200,14196
534,14197-14406,210,14406
533,14407-14606,200,14606
532,14607-14788,182,14788
531,14789-14970,182,14970
530,14971-15162,192,15162
529,15163-15353,191,15353
528,15354-15539,186,15539
527,15540-15716,177,15716
526,15717-15938,222,15938
525,15939-16139,201,16139
524,16140-16363,224,16363
523,16364-16551,188,16551
522,16552-16756,205,16756
521,16757-16956,200,16956
520,16957-17157,201,17157
519,17158-17350,193,17350
518,17351-17553,203,17553
517,17554-17784,231,17784
516,17785-17972,188,17972
515,17973-18157,185,18157
514,18158-18351,194,18351
513,18352-18551,200,18551
512,18552-18752,201,18752
511,18753-18953,201,18953
510,18954-19170,217,19170
509,19171-19388,218,19388
508,19389-19623,235,19623
507,19624-19824,201,19824
506,19825-20025,201,20025
505,20026-20243,218,20243
504,20244-20476,233,20476
503,20477-20686,210,20686
502,20687-20918,232,20918
501,20919-21142,224,21142
500,21143-21370,228,21370
499,21371-21605,235,21605
498,21606-21837,232,21837
497,21838-22066,229,22066
496,22067-22287,221,22287
495,22288-22488,201,22488
494,22489-22729,241,22729
493,22730-22972,243,22972
492,22973-23200,228,23200
491,23201-23446,246,23446
490,23447-23699,253,23699
489,23700-23907,208,23907
488,23908-24150,243,24150
487,24151-24372,222,24372
486,24373-24589,217,24589
485,24590-24846,257,24846
484,24847-25063,217,25063
483,25064-25305,242,25305
482,25306-25546,241,25546
481,25547-25795,249,25795
480,25796-26031,236,26031
479,26032-26269,238,26269
478,26270-26509,240,26509
477,26510-26752,243,26752
476,26753-27032,280,27032
475,27033-27281,249,27281
474,27282-27494,213,27494
473,27495-27747,253,27747
472,27748-27976,229,27976
471,27977-28221,245,28221
470,28222-28453,232,28453
469,28454-28712,259,28712
468,28713-28976,264,28976
467,28977-29251,275,29251
466,29252-29500,249,29500
465,29501-29747,247,29747
464,29748-30001,254,30001
463,30002-30247,246,30247
462,30248-30498,251,30498
461,30499-30757,259,30757
460,30758-31034,277,31034
459,31035-31301,267,31301
458,31302-31523,222,31523
457,31524-31784,261,31784
456,31785-32027,243,32027
455,32028-32293,266,32293
454,32294-32531,238,32531
453,32532-32780,249,32780
452,32781-33044,264,33044
451,33045-33306,262,33306
450,33307-33570,264,33570
449,33571-33807,237,33807
448,33808-34070,263,34070
447,34071-34313,243,34313
446,34314-34576,263,34576
445,34577-34847,271,34847
444,34848-35144,297,35144
443,35145-35408,264,35408
442,35409-35729,321,35729
441,35730-35969,240,35969
440,35970-36216,247,36216
439,36217-36518,302,36518
438,36519-36797,279,36797
437,36798-37044,247,37044
436,37045-37302,258,37302
435,37303-37562,260,37562
434,37563-37812,250,37812
433,37813-38065,253,38065
432,38066-38331,266,38331
431,38332-38624,293,38624
430,38625-38935,311,38935
429,38936-39180,245,39180
428,39181-39445,265,39445
427,39446-39712,267,39712
426,39713-39992,280,39992
425,39993-40249,257,40249
424,40250-40501,252,40501
423,40502-40764,263,40764
422,40765-41022,258,41022
421,41023-41311,289,41311
420,41312-41574,263,41574
419,41575-41840,266,41840
418,41841-42133,293,42133
417,42134-42417,284,42417
416,42418-42693,276,42693
415,42694-42992,299,42992
414,42993-43222,230,43222
413,43223-43472,250,43472
412,43473-43721,249,43721
411,43722-43988,267,43988
410,43989-44248,260,44248
409,44249-44560,312,44560
408,44561-44844,284,44844
407,44845-45117,273,45117
406,45118-45375,258,45375
405,45376-45664,289,45664
404,45665-45925,261,45925
403,45926-46206,281,46206
402,46207-46466,260,46466
401,46467-46701,235,46701
400,46702-46938,237,46938
399,46939-47194,256,47194
398,47195-47458,264,47458
397,47459-47743,285,47743
396,47744-48004,261,48004
395,48005-48262,258,48262
394,48263-48528,266,48528
393,48529-48799,271,48799
392,48800-49074,275,49074
391,49075-49363,289,49363
390,49364-49629,266,49629
389,49630-49895,266,49895
388,49896-50163,268,50163
387,50164-50415,252,50415
386,50416-50678,263,50678
385,50679-50921,243,50921
384,50922-51181,260,51181
383,51182-51436,255,51436
382,51437-51669,233,51669
381,51670-51936,267,51936
380,51937-52172,236,52172
379,52173-52408,236,52408
378,52409-52666,258,52666
377,52667-52903,237,52903
376,52904-53134,231,53134
375,53135-53380,246,53380
374,53381-53626,246,53626
373,53627-53874,248,53874
372,53875-54097,223,54097
371,54098-54355,258,54355
370,54356-54590,235,54590
369,54591-54814,224,54814
368,54815-55059,245,55059
367,55060-55315,256,55315
366,55316-55558,243,55558
365,55559-55796,238,55796
364,55797-56045,249,56045
363,56046-56294,249,56294
362,56295-56536,242,56536
361,56537-56759,223,56759
360,56760-56985,226,56985
359,56986-57238,253,57238
358,57239-57469,231,57469
357,57470-57666,197,57666
356,57667-57890,224,57890
355,57891-58114,224,58114
354,58115-58361,247,58361
353,58362-58591,230,58591
352,58592-58815,224,58815
351,58816-59050,235,59050
350,59051-59279,229,59279
349,59280-59488,209,59488
348,59489-59703,215,59703
347,59704-59908,205,59908
346,59909-60125,217,60125
345,60126-60356,231,60356
344,60357-60581,225,60581
343,60582-60789,208,60789
342,60790-61010,221,61010
341,61011-61204,194,61204
340,61205-61428,224,61428
339,61429-61646,218,61646
338,61647-61863,217,61863
337,61864-62071,208,62071
336,62072-62269,198,62269
335,62270-62471,202,62471
334,62472-62705,234,62705
333,62706-62912,207,62912
332,62913-63091,179,63091
331,63092-63293,202,63293
330,63294-63513,220,63513
329,63514-63720,207,63720
328,63721-63921,201,63921
327,63922-64131,210,64131
326,64132-64330,199,64330
325,64331-64522,192,64522
324,64523-64719,197,64719
323,64720-64915,196,64915
322,64916-65119,204,65119
321,65120-65311,192,65311
320,65312-65488,177,65488
319,65489-65679,191,65679
318,65680-65872,193,65872
317,65873-66074,202,66074
316,66075-66266,192,66266
315,66267-66451,185,66451
314,66452-66644,193,66644
313,66645-66826,182,66826
312,66827-67031,205,67031
311,67032-67219,188,67219
310,67220-67416,197,67416
309,67417-67594,178,67594
308,67595-67770,176,67770
307,67771-67984,214,67984
306,67985-68170,186,68170
305,68171-68335,165,68335
304,68336-68538,203,68538
303,68539-68753,215,68753
302,68754-68930,177,68930
301,68931-69114,184,69114
300,69115-69283,169,69283
299,69284-69484,201,69484
298,69485-69647,163,69647
297,69648-69831,184,69831
296,69832-70010,179,70010
295,70011-70191,181,70191
294,70192-70380,189,70380
293,70381-70563,183,70563
292,70564-70751,188,70751
291,70752-70937,186,70937
290,70938-71110,173,71110
289,71111-71301,191,71301
288,71302-71457,156,71457
287,71458-71631,174,71631
286,71632-71820,189,71820
285,71821-72004,184,72004
284,72005-72186,182,72186
283,72187-72380,194,72380
282,72381-72569,189,72569
281,72570-72736,167,72736
280,72737-72922,186,72922
279,72923-73100,178,73100
278,73101-73284,184,73284
277,73285-73444,160,73444
276,73445-73621,177,73621
275,73622-73792,171,73792
274,73793-73977,185,73977
273,73978-74148,171,74148
272,74149-74309,161,74309
271,74310-74472,163,74472
270,74473-74615,143,74615
269,74616-74759,144,74759
268,74760-74910,151,74910
267,74911-75067,157,75067
266,75068-75244,177,75244
265,75245-75411,167,75411
264,75412-75587,176,75587
263,75588-75750,163,75750
262,75751-75925,175,75925
261,75926-76086,161,76086
260,76087-76222,136,76222
259,76223-76381,159,76381
258,76382-76534,153,76534
257,76535-76691,157,76691
256,76692-76836,145,76836
255,76837-77013,177,77013
254,77014-77194,181,77194
253,77195-77350,156,77350
252,77351-77503,153,77503
251,77504-77697,194,77697
250,77698-77834,137,77834
249,77835-77999,165,77999
248,78000-78147,148,78147
247,78148-78312,165,78312
246,78313-78467,155,78467
245,78468-78614,147,78614
244,78615-78774,160,78774
243,78775-78946,172,78946
242,78947-79099,153,79099
241,79100-79253,154,79253
240,79254-79406,153,79406
239,79407-79540,134,79540
238,79541-79702,162,79702
237,79703-79851,149,79851
236,79852-80020,169,80020
235,80021-80170,150,80170
234,80171-80331,161,80331
233,80332-80463,132,80463
232,80464-80605,142,80605
231,80606-80765,160,80765
230,80766-80899,134,80899
229,80900-81041,142,81041
228,81042-81163,122,81163
227,81164-81327,164,81327
226,81328-81468,141,81468
225,81469-81632,164,81632
224,81633-81784,152,81784
223,81785-81931,147,81931
222,81932-82089,158,82089
221,82090-82225,136,82225
220,82226-82349,124,82349
219,82350-82487,138,82487
218,82488-82620,133,82620
217,82621-82754,134,82754
216,82755-82893,139,82893
215,82894-83015,122,83015
214,83016-83152,137,83152
213,83153-83291,139,83291
212,83292-83428,137,83428
211,83429-83577,149,83577
210,83578-83700,123,83700
209,83701-83812,112,83812
208,83813-83943,131,83943
207,83944-84078,135,84078
206,84079-84252,174,84252
205,84253-84369,117,84369
204,84370-84484,115,84484
203,84485-84607,123,84607
202,84608-84720,113,84720
201,84721-84833,113,84833
200,84834-84952,119,84952
199,84953-85083,131,85083
198,85084-85200,117,85200
197,85201-85333,133,85333
196,85334-85442,109,85442
195,85443-85578,136,85578
194,85579-85673,95,85673
193,85674-85802,129,85802
192,85803-85929,127,85929
191,85930-86049,120,86049
190,86050-86163,114,86163
189,86164-86278,115,86278
188,86279-86381,103,86381
187,86382-86483,102,86483
186,86484-86586,103,86586
185,86587-86678,92,86678
184,86679-86790,112,86790
183,86791-86887,97,86887
182,86888-86994,107,86994
181,86995-87084,90,87084
180,87085-87186,102,87186
179,87187-87263,77,87263
178,87264-87360,97,87360
177,87361-87439,79,87439
176,87440-87520,81,87520
175,87521-87618,98,87618
174,87619-87707,89,87707
173,87708-87792,85,87792
172,87793-87881,89,87881
171,87882-87959,78,87959
170,87960-88044,85,88044
169,88045-88133,89,88133
168,88134-88206,73,88206
167,88207-88283,77,88283
166,88284-88362,79,88362
165,88363-88423,61,88423
164,88424-88504,81,88504
163,88505-88575,71,88575
162,88576-88637,62,88637
161,88638-88701,64,88701
160,88702-88768,67,88768
159,88769-88816,48,88816
158,88817-88866,50,88866
157,88867-88922,56,88922
156,88923-88984,62,88984
155,88985-89060,76,89060
154,89061-89115,55,89115
153,89116-89169,54,89169
152,89170-89225,56,89225
151,89226-89281,56,89281
150,89282-89342,61,89342
149,89343-89397,55,89397
148,89398-89443,46,89443
147,89444-89492,49,89492
146,89493-89545,53,89545
145,89546-89601,56,89601
144,89602-89647,46,89647
143,89648-89683,36,89683
142,89684-89716,33,89716
141,89717-89753,37,89753
140,89754-89796,43,89796
139,89797-89830,34,89830
138,89831-89864,34,89864
137,89865-89906,42,89906
136,89907-89935,29,89935
135,89936-89971,36,89971
134,89972-90006,35,90006
133,90007-90041,35,90041
132,90042-90064,23,90064
131,90065-90093,29,90093
130,90094-90116,23,90116
129,90117-90139,23,90139
128,90140-90172,33,90172
127,90173-90194,22,90194
126,90195-90219,25,90219
125,90220-90243,24,90243
124,90244-90264,21,90264
123,90265-90284,20,90284
122,90285-90314,30,90314
121,90315-90337,23,90337
120,90338-90357,20,90357
119,90358-90374,17,90374
118,90375-90393,19,90393
117,90394-90408,15,90408
116,90409-90430,22,90430
115,90431-90448,18,90448
114,90449-90463,15,90463
113,90464-90476,13,90476
112,90477-90494,18,90494
111,90495-90515,21,90515
110,90516-90533,18,90533
109,90534-90553,20,90553
108,90554-90562,9,90562
107,90563-90575,13,90575
106,90576-90581,6,90581
105,90582-90595,14,90595
104,90596-90607,12,90607
103,90608-90623,16,90623
102,90624-90635,12,90635
101,90636-90647,12,90647
100,90648-90657,10,90657
