分数,位次区间,同分人数,建议位次
663,1-106,106,106
662,107-111,5,111
661,112-120,9,120
660,121-129,9,129
659,130-138,9,138
658,139-148,10,148
657,149-163,15,163
656,164-168,5,168
655,169-180,12,180
654,181-194,14,194
653,195-209,15,209
652,210-220,11,220
651,221-237,17,237
650,238-250,13,250
649,251-261,11,261
648,262-270,9,270
647,271-288,18,288
646,289-300,12,300
645,301-314,14,314
644,315-338,24,338
643,339-348,10,348
642,349-366,18,366
641,367-385,19,385
640,386-397,12,397
639,398-411,14,411
638,412-440,29,440
637,441-458,18,458
636,459-471,13,471
635,472-493,22,493
634,494-515,22,515
633,516-539,24,539
632,540-563,24,563
631,564-584,21,584
630,585-616,32,616
629,617-646,30,646
628,647-676,30,676
627,677-703,27,703
626,704-724,21,724
625,725-757,33,757
624,758-792,35,792
623,793-822,30,822
622,823-856,34,856
621,857-898,42,898
620,899-924,26,924
619,925-954,30,954
618,955-997,43,997
617,998-1034,37,1034
616,1035-1063,29,1063
615,1064-1100,37,1100
614,1101-1145,45,1145
613,1146-1182,37,1182
612,1183-1228,46,1228
611,1229-1266,38,1266
610,1267-1312,46,1312
609,1313-1370,58,1370
608,1371-1428,58,1428
607,1429-1475,47,1475
606,1476-1532,57,1532
605,1533-1584,52,1584
604,1585-1639,55,1639
603,1640-1718,79,1718
602,1719-1775,57,1775
601,1776-1835,60,1835
600,1836-1894,59,1894
599,1895-1954,60,1954
598,1955-2042,88,2042
597,2043-2122,80,2122
596,2123-2185,63,2185
595,2186-2254,69,2254
594,2255-2331,77,2331
593,2332-2414,83,2414
592,2415-2480,66,2480
591,2481-2557,77,2557
590,2558-2642,85,2642
589,2643-2730,88,2730
588,2731-2807,77,2807
587,2808-2892,85,2892
586,2893-2980,88,2980
585,2981-3067,87,3067
584,3068-3134,67,3134
583,3135-3214,80,3214
582,3215-3303,89,3303
581,3304-3419,116,3419
580,3420-3521,102,3521
579,3522-3596,75,3596
578,3597-3687,91,3687
577,3688-3798,111,3798
576,3799-3908,110,3908
575,3909-3993,85,3993
574,3994-4102,109,4102
573,4103-4207,105,4207
572,4208-4298,91,4298
571,4299-4403,105,4403
570,4404-4510,107,4510
569,4511-4626,116,4626
568,4627-4735,109,4735
567,4736-4852,117,4852
566,4853-4963,111,4963
565,4964-5084,121,5084
564,5085-5218,134,5218
563,5219-5343,125,5343
562,5344-5469,126,5469
561,5470-5598,129,5598
560,5599-5728,130,5728
559,5729-5841,113,5841
558,5842-5982,141,5982
557,5983-6136,154,6136
556,6137-6303,167,6303
555,6304-6444,141,6444
554,6445-6591,147,6591
553,6592-6737,146,6737
552,6738-6877,140,6877
551,6878-7021,144,7021
550,7022-7184,163,7184
549,7185-7323,139,7323
548,7324-7481,158,7481
547,7482-7640,159,7640
546,7641-7797,157,7797
545,7798-7941,144,7941
544,7942-8109,168,8109
543,8110-8280,171,8280
542,8281-8442,162,8442
541,8443-8645,203,8645
540,8646-8842,197,8842
539,8843-9003,161,9003
538,9004-9185,182,9185
537,9186-9354,169,9354
536,9355-9514,160,9514
535,9515-9678,164,9678
534,9679-9853,175,9853
533,9854-10028,175,10028
532,10029-10210,182,10210
531,10211-10395,185,10395
530,10396-10579,184,10579
529,10580-10781,202,10781
528,10782-10959,178,10959
527,10960-11131,172,11131
526,11132-11319,188,11319
525,11320-11535,216,11535
524,11536-11734,199,11734
523,11735-11924,190,11924
522,11925-12117,193,12117
521,12118-12304,187,12304
520,12305-12494,190,12494
519,12495-12680,186,12680
518,12681-12886,206,12886
517,12887-13084,198,13084
516,13085-13284,200,13284
515,13285-13480,196,13480
514,13481-13706,226,13706
513,13707-13915,209,13915
512,13916-14136,221,14136
511,14137-14339,203,14339
510,14340-14578,239,14578
509,14579-14816,238,14816
508,14817-15023,207,15023
507,15024-15225,202,15225
506,15226-15434,209,15434
505,15435-15651,217,15651
504,15652-15881,230,15881
503,15882-16110,229,16110
502,16111-16328,218,16328
501,16329-16562,234,16562
500,16563-16789,227,16789
499,16790-17017,228,17017
498,17018-17260,243,17260
497,17261-17485,225,17485
496,17486-17722,237,17722
495,17723-17948,226,17948
494,17949-18192,244,18192
493,18193-18422,230,18422
492,18423-18632,210,18632
491,18633-18873,241,18873
490,18874-19098,225,19098
489,19099-19331,233,19331
488,19332-19568,237,19568
487,19569-19808,240,19808
486,19809-20011,203,20011
485,20012-20238,227,20238
484,20239-20488,250,20488
483,20489-20743,255,20743
482,20744-20998,255,20998
481,20999-21254,256,21254
480,21255-21501,247,21501
479,21502-21748,247,21748
478,21749-22006,258,22006
477,22007-22265,259,22265
476,22266-22483,218,22483
475,22484-22742,259,22742
474,22743-22986,244,22986
473,22987-23208,222,23208
472,23209-23425,217,23425
471,23426-23686,261,23686
470,23687-23944,258,23944
469,23945-24212,268,24212
468,24213-24465,253,24465
467,24466-24724,259,24724
466,24725-24994,270,24994
465,24995-25257,263,25257
464,25258-25496,239,25496
463,25497-25762,266,25762
462,25763-26027,265,26027
461,26028-26290,263,26290
460,26291-26584,294,26584
459,26585-26834,250,26834
458,26835-27135,301,27135
457,27136-27414,279,27414
456,27415-27707,293,27707
455,27708-27975,268,27975
454,27976-28256,281,28256
453,28257-28503,247,28503
452,28504-28812,309,28812
451,28813-29105,293,29105
450,29106-29387,282,29387
449,29388-29650,263,29650
448,29651-29940,290,29940
447,29941-30219,279,30219
446,30220-30481,262,30481
445,30482-30777,296,30777
444,30778-31069,292,31069
443,31070-31358,289,31358
442,31359-31649,291,31649
441,31650-31940,291,31940
440,31941-32221,281,32221
439,32222-32498,277,32498
438,32499-32769,271,32769
437,32770-33059,290,33059
436,33060-33334,275,33334
435,33335-33620,286,33620
434,33621-33895,275,33895
433,33896-34190,295,34190
432,34191-34459,269,34459
431,34460-34734,275,34734
430,34735-35054,320,35054
429,35055-35346,292,35346
428,35347-35633,287,35633
427,35634-35930,297,35930
426,35931-36212,282,36212
425,36213-36497,285,36497
424,36498-36796,299,36796
423,36797-37113,317,37113
422,37114-37402,289,37402
421,37403-37712,310,37712
420,37713-38000,288,38000
419,38001-38308,308,38308
418,38309-38612,304,38612
417,38613-38895,283,38895
416,38896-39195,300,39195
415,39196-39490,295,39490
414,39491-39817,327,39817
413,39818-40123,306,40123
412,40124-40421,298,40421
411,40422-40713,292,40713
410,40714-41032,319,41032
409,41033-41327,295,41327
408,41328-41619,292,41619
407,41620-41948,329,41948
406,41949-42237,289,42237
405,42238-42524,287,42524
404,42525-42821,297,42821
403,42822-43127,306,43127
402,43128-43434,307,43434
401,43435-43755,321,43755
400,43756-44084,329,44084
399,44085-44416,332,44416
398,44417-44709,293,44709
397,44710-45024,315,45024
396,45025-45332,308,45332
395,45333-45654,322,45654
394,45655-45942,288,45942
393,45943-46247,305,46247
392,46248-46545,298,46545
391,46546-46840,295,46840
390,46841-47147,307,47147
389,47148-47425,278,47425
388,47426-47743,318,47743
387,47744-48051,308,48051
386,48052-48353,302,48353
385,48354-48655,302,48655
384,48656-48931,276,48931
383,48932-49247,316,49247
382,49248-49530,283,49530
381,49531-49829,299,49829
380,49830-50132,303,50132
379,50133-50412,280,50412
378,50413-50710,298,50710
377,50711-50994,284,50994
376,50995-51265,271,51265
375,51266-51571,306,51571
374,51572-51861,290,51861
373,51862-52161,300,52161
372,52162-52437,276,52437
371,52438-52753,316,52753
370,52754-53012,259,53012
369,53013-53268,256,53268
368,53269-53572,304,53572
367,53573-53882,310,53882
366,53883-54164,282,54164
365,54165-54452,288,54452
364,54453-54740,288,54740
363,54741-55010,270,55010
362,55011-55277,267,55277
361,55278-55544,267,55544
360,55545-55794,250,55794
359,55795-56050,256,56050
358,56051-56342,292,56342
357,56343-56625,283,56625
356,56626-56876,251,56876
355,56877-57144,268,57144
354,57145-57413,269,57413
353,57414-57694,281,57694
352,57695-57942,248,57942
351,57943-58218,276,58218
350,58219-58465,247,58465
349,58466-58688,223,58688
348,58689-58939,251,58939
347,58940-59201,262,59201
346,59202-59469,268,59469
345,59470-59688,219,59688
344,59689-59931,243,59931
343,59932-60189,258,60189
342,60190-60392,203,60392
341,60393-60606,214,60606
340,60607-60840,234,60840
339,60841-61061,221,61061
338,61062-61320,259,61320
337,61321-61528,208,61528
336,61529-61763,235,61763
335,61764-62017,254,62017
334,62018-62234,217,62234
333,62235-62457,223,62457
332,62458-62685,228,62685
331,62686-62869,184,62869
330,62870-63100,231,63100
329,63101-63312,212,63312
328,63313-63535,223,63535
327,63536-63737,202,63737
326,63738-63941,204,63941
325,63942-64145,204,64145
324,64146-64382,237,64382
323,64383-64559,177,64559
322,64560-64770,211,64770
321,64771-64957,187,64957
320,64958-65163,206,65163
319,65164-65365,202,65365
318,65366-65570,205,65570
317,65571-65760,190,65760
316,65761-65955,195,65955
315,65956-66158,203,66158
314,66159-66348,190,66348
313,66349-66530,182,66530
312,66531-66705,175,66705
311,66706-66880,175,66880
310,66881-67053,173,67053
309,67054-67224,171,67224
308,67225-67384,160,67384
307,67385-67581,197,67581
306,67582-67759,178,67759
305,67760-67933,174,67933
304,67934-68101,168,68101
303,68102-68254,153,68254
302,68255-68415,161,68415
301,68416-68580,165,68580
300,68581-68741,161,68741
299,68742-68906,165,68906
298,68907-69086,180,69086
297,69087-69276,190,69276
296,69277-69446,170,69446
295,69447-69604,158,69604
294,69605-69756,152,69756
293,69757-69911,155,69911
292,69912-70054,143,70054
291,70055-70176,122,70176
290,70177-70329,153,70329
289,70330-70488,159,70488
288,70489-70624,136,70624
287,70625-70785,161,70785
286,70786-70930,145,70930
285,70931-71041,111,71041
284,71042-71175,134,71175
283,71176-71303,128,71303
282,71304-71429,126,71429
281,71430-71562,133,71562
280,71563-71708,146,71708
279,71709-71857,149,71857
278,71858-71993,136,71993
277,71994-72122,129,72122
276,72123-72245,123,72245
275,72246-72365,120,72365
274,72366-72492,127,72492
273,72493-72607,115,72607
272,72608-72727,120,72727
271,72728-72844,117,72844
270,72845-72956,112,72956
269,72957-73057,101,73057
268,73058-73178,121,73178
267,73179-73279,101,73279
266,73280-73370,91,73370
265,73371-73478,108,73478
264,73479-73570,92,73570
263,73571-73671,101,73671
262,73672-73784,113,73784
261,73785-73882,98,73882
260,73883-73982,100,73982
259,73983-74089,107,74089
258,74090-74180,91,74180
257,74181-74271,91,74271
256,74272-74367,96,74367
255,74368-74454,87,74454
254,74455-74547,93,74547
253,74548-74633,86,74633
252,74634-74729,96,74729
251,74730-74810,81,74810
250,74811-74876,66,74876
249,74877-74963,87,74963
248,74964-75049,86,75049
247,75050-75128,79,75128
246,75129-75214,86,75214
245,75215-75292,78,75292
244,75293-75370,78,75370
243,75371-75425,55,75425
242,75426-75495,70,75495
241,75496-75575,80,75575
240,75576-75644,69,75644
239,75645-75720,76,75720
238,75721-75793,73,75793
237,75794-75872,79,75872
236,75873-75940,68,75940
235,75941-76002,62,76002
234,76003-76056,54,76056
233,76057-76120,64,76120
232,76121-76189,69,76189
231,76190-76246,57,76246
230,76247-76312,66,76312
229,76313-76381,69,76381
228,76382-76433,52,76433
227,76434-76487,54,76487
226,76488-76548,61,76548
225,76549-76613,65,76613
224,76614-76658,45,76658
223,76659-76719,61,76719
222,76720-76774,55,76774
221,76775-76836,62,76836
220,76837-76884,48,76884
219,76885-76922,38,76922
218,76923-76969,47,76969
217,76970-77014,45,77014
216,77015-77066,52,77066
215,77067-77107,41,77107
214,77108-77141,34,77141
213,77142-77188,47,77188
212,77189-77227,39,77227
211,77228-77269,42,77269
210,77270-77310,41,77310
209,77311-77347,37,77347
208,77348-77371,24,77371
207,77372-77411,40,77411
206,77412-77445,34,77445
205,77446-77474,29,77474
204,77475-77514,40,77514
203,77515-77551,37,77551
202,77552-77582,31,77582
201,77583-77613,31,77613
200,77614-77647,34,77647
199,77648-77669,22,77669
198,77670-77694,25,77694
197,77695-77730,36,77730
196,77731-77759,29,77759
195,77760-77780,21,77780
194,77781-77802,22,77802
193,77803-77829,27,77829
192,77830-77856,27,77856
191,77857-77874,18,77874
190,77875-77902,28,77902
189,77903-77924,22,77924
188,77925-77945,21,77945
187,77946-77967,22,77967
186,77968-77986,19,77986
185,77987-78011,25,78011
184,78012-78036,25,78036
183,78037-78054,18,78054
182,78055-78079,25,78079
181,78080-78101,22,78101
180,78102-78122,21,78122
179,78123-78141,19,78141
178,78142-78163,22,78163
177,78164-78175,12,78175
176,78176-78189,14,78189
175,78190-78198,9,78198
174,78199-78216,18,78216
173,78217-78225,9,78225
172,78226-78239,14,78239
171,78240-78262,23,78262
170,78263-78277,15,78277
169,78278-78290,13,78290
168,78291-78303,13,78303
167,78304-78326,23,78326
166,78327-78346,20,78346
165,78347-78361,15,78361
164,78362-78369,8,78369
163,78370-78380,11,78380
162,78381-78389,9,78389
161,78390-78399,10,78399
160,78400-78414,15,78414
159,78415-78429,15,78429
158,78430-78438,9,78438
157,78439-78444,6,78444
156,78445-78452,8,78452
155,78453-78457,5,78457
154,78458-78470,13,78470
153,78471-78476,6,78476
152,78477-78481,5,78481
151,78482-78489,8,78489
150,78490-78496,7,78496
149,78497-78509,13,78509
148,78510-78515,6,78515
147,78516-78522,7,78522
146,78523-78530,8,78530
145,78531-78538,8,78538
144,78539-78546,8,78546
143,78547-78553,7,78553
142,78554-78559,6,78559
141,78560-78564,5,78564
140,78565-78570,6,78570
139,78571-78578,8,78578
138,78579-78581,3,78581
137,78582-78583,2,78583
136,78584-78586,3,78586
135,78587-78591,5,78591
134,78592-78597,6,78597
133,78598-78599,2,78599
132,78600-78604,5,78604
131,78605-78607,3,78607
130,78608-78610,3,78610
129,78611-78612,2,78612
128,78613-78613,1,78613
127,78614-78614,1,78614
126,78615-78617,3,78617
125,78618-78618,1,78618
124,78619-78622,4,78622
123,78623-78625,3,78625
122,78626-78630,5,78630
121,78631-78633,3,78633
120,78634-78635,2,78635
119,78636-78638,3,78638
118,78639-78640,2,78640
117,78641-78641,1,78641
116,78642-78644,3,78644
115,78645-78647,3,78647
114,78648-78648,1,78648
113,78649-78649,1,78649
112,78650-78650,1,78650
111,78651-78652,2,78652
110,78652-78652,0,78652
109,78653-78657,5,78657
108,78658-78658,1,78658
107,78658-78658,0,78658
106,78659-78660,2,78660
105,78661-78661,1,78661
104,78661-78661,0,78661
103,78662-78663,2,78663
102,78664-78665,2,78665
101,78665-78665,0,78665
100,78666-78667,2,78667
99,78668-78668,1,78668
98,78669-78669,1,78669
97,78670-78670,1,78670
96,78671-78671,1,78671
95,78672-78672,1,78672
94,78672-78672,0,78672
93,78673-78673,1,78673
92,78674-78675,2,78675
91,78675-78675,0,78675
90,78676-78678,3,78678
89,78679-78679,1,78679
88,78680-78680,1,78680
87,78681-78681,1,78681
86,78681-78681,0,78681
85,78682-78682,1,78682
84,78682-78682,0,78682
83,78683-78683,1,78683
82,78683-78683,0,78683
81,78683-78683,0,78683
80,78683-78683,0,78683
79,78684-78684,1,78684
78,78685-78685,1,78685
77,78686-78686,1,78686
76,78686-78686,0,78686
75,78686-78686,0,78686
74,78687-78687,1,78687
73,78687-78687,0,78687
72,78687-78687,0,78687
71,78687-78687,0,78687
70,78687-78687,0,78687
69,78688-78688,1,78688
68,78689-78689,1,78689
67,78689-78689,0,78689
66,78689-78689,0,78689
65,78689-78689,0,78689
64,78689-78689,0,78689
63,78689-78689,0,78689
62,78689-78689,0,78689
61,78689-78689,0,78689
60,78689-78689,0,78689
59,78689-78689,0,78689
58,78689-78689,0,78689
57,78689-78689,0,78689
56,78690-78690,1,78690
55,78690-78690,0,78690
54,78690-78690,0,78690
53,78690-78690,0,78690
52,78690-78690,0,78690
51,78690-78690,0,78690
50,78690-78690,0,78690
49,78690-78690,0,78690
48,78690-78690,0,78690
47,78690-78690,0,78690
46,78690-78690,0,78690
45,78690-78690,0,78690
44,78691-78691,1,78691
43,78692-78692,1,78692
42,78692-78692,0,78692
41,78692-78692,0,78692
40,78692-78692,0,78692
39,78692-78692,0,78692
38,78692-78692,0,78692
37,78692-78692,0,78692
36,78692-78692,0,78692
35,78692-78692,0,78692
34,78692-78692,0,78692
33,78692-78692,0,78692
32,78693-78693,1,78693
31,78693-78693,0,78693
30,78693-78693,0,78693
29,78693-78693,0,78693
28,78693-78693,0,78693
27,78693-78693,0,78693
26,78693-78693,0,78693
25,78694-78694,1,78694
24,78694-78694,0,78694
23,78694-78694,0,78694
22,78694-78694,0,78694
21,78694-78694,0,78694
20,78694-78694,0,78694
19,78694-78694,0,78694
18,78694-78694,0,78694
17,78694-78694,0,78694
16,78695-78695,1,78695
15,78695-78695,0,78695
14,78695-78695,0,78695
13,78695-78695,0,78695
12,78695-78695,0,78695
11,78695-78695,0,78695
10,78695-78695,0,78695
9,78695-78695,0,78695
8,78695-78695,0,78695
7,78695-78695,0,78695
6,78695-78695,0,78695
5,78695-78695,0,78695
4,78695-78695,0,78695
3,78695-78695,0,78695
2,78695-78695,0,78695
1,78695-78695,0,78695
0,78696-82199,3504,82199
